1818,endocrine_witch,"Wed Dec 18 12:43:46 CST 2013",Philippines,"@PracticalWisdom @DrLeanaWen hardly got a few tweets in bec of slow wifi when I see you calling a ceasefire in all caps. LOL"
1958,thenivee,"Wed Dec 18 12:43:51 CST 2013",Philippines,"@zuttohyphen @Jackie_Tanaka Oh. Thanks! :))"
2039,melizamaniaul,"Wed Dec 18 12:45:18 CST 2013",philippines,"Chillin here at Robinsons Magnolia. Happy tummy and happy kid here. Christmas treat to myself. ❤️"
2149,JohnRhaaay,"Wed Dec 18 12:45:22 CST 2013",Philippines,"RT @YummyFooodPorn: Warm Chocolate Chip Cookie Dough with Vanilla Ice Cream http://t.co/q1rqan3cAw"
2247,anneismynamee,"Wed Dec 18 12:45:25 CST 2013",Philippines,"Tinatamad gumawa ng assignments, pero maraming time sa twitter. Yan tayo eh!"
2249,lyradyosa10,"Wed Dec 18 12:45:26 CST 2013",Philippines,"""@Thegooglefactz: Love your parents. We are so busy growing up, we often forget they are also growing old."""
2258,iCarissaCaronan,"Wed Dec 18 12:45:26 CST 2013","Philippines ","2 more days before the most awaited CHRISTMAS BREAK! Hohoho"
2409,DDenice5SOS,"Wed Dec 18 12:45:31 CST 2013",Philippines,"@Luke5SOS ALL I WANT FOR CHRISTMAS IS A FOLLOW FROM YOU PLS PLS"
2436,anneismynamee,"Wed Dec 18 12:45:32 CST 2013",Philippines,"No one likes:   

- Mondays 
- Homework  
- Fake friends 
- School
- Being ignored
- An empty fridge
- Being replaced
- Slow Internet"
2509,MhecarSparks,"Wed Dec 18 12:45:35 CST 2013",Philippines,"@FLissBeWithU Hoy kain na! Hahaha kakain lang ako. Ikaw deeen :))"
2605,itskatanddee,"Wed Dec 18 12:47:38 CST 2013",Philippines,"buko pandan cream cake for lunch..yum yum yum! :D http://t.co/UO6Ywvt2NQ"
2676,elfuyeyo,"Wed Dec 18 12:47:41 CST 2013",Philippines,"#SuperJuniorTheRealKing !!"
2726,anneismynamee,"Wed Dec 18 12:47:43 CST 2013",Philippines,"Take a moment to realize how blessed you are."
2763,HeyPiyaa,"Wed Dec 18 12:47:44 CST 2013",Philippines,"Ang Conyo :3 HAHAHA"
2819,Zeroblade,"Wed Dec 18 12:47:46 CST 2013",Philippines,"@fuyutsukikaru @heyooitsnick @hacaplus ufufu~ kimochi ii?"
2880,iCarissaCaronan,"Wed Dec 18 12:47:49 CST 2013","Philippines ","@JASMINEVILLEGAS jas please notice and follow me. I love you like a love song baby."
2884,anneismynamee,"Wed Dec 18 12:47:49 CST 2013",Philippines,"Every day is a new start. A new chapter to turn everything around. You have to let go of the hurt before you can start fresh."
2889,marianeizl,"Wed Dec 18 12:47:49 CST 2013",philippines,"Sunday @ Del Pilar Cagdianao Dinagat Islands http://t.co/zAc5lxeGwi"
3079,anneismynamee,"Wed Dec 18 12:47:57 CST 2013",Philippines,"Sa makakabunot po sa akin sa exchange gift sa Christmas Party, iPhone 5S lang, okay na ako."
3152,foodkiid,"Wed Dec 18 12:47:59 CST 2013",Philippines,"""@ComedyOrTruth: I wanna be a nice person but everyone is so stupid"""
3432,anneismynamee,"Wed Dec 18 12:48:09 CST 2013",Philippines,"Yung mas updated ka pa sa twitter kaysa sa mga lessons sa school niyo."
3690,Roel_Tirador,"Wed Dec 18 12:48:18 CST 2013",Philippines,"no food here"
3874,_joyinyourheart,"Wed Dec 18 12:48:25 CST 2013",Philippines,"Mejj tinatamad ako"
4021,anneismynamee,"Wed Dec 18 12:48:30 CST 2013",Philippines,"Lahat ng tao may pagkakaiba kaya hindi dapat tayo nagkukumpara."
4087,Zeroblade,"Wed Dec 18 12:48:33 CST 2013",Philippines,"@fuyutsukikaru @heyooitsnick @hacaplus confidence shattered"
4236,_joyinyourheart,"Wed Dec 18 12:48:39 CST 2013",Philippines,"Punta kong divi lam ko e. Katams"
4292,marianeizl,"Wed Dec 18 12:48:41 CST 2013",philippines,"Just posted a photo @ Del Pilar Cagdianao Dinagat Islands http://t.co/WNa4VmGV59"
4343,itsmeshierocero,"Wed Dec 18 12:48:43 CST 2013",PHILIPPINES,"@CHUXYFRUTTI sa oven be.."
4385,jacenhoran,"Wed Dec 18 12:48:45 CST 2013",Philippines,"@jalmione nc @jamestibs"
4433,Roel_Tirador,"Wed Dec 18 12:48:47 CST 2013",Philippines,"off to food land"
4467,imlysza1,"Wed Dec 18 12:48:48 CST 2013",philippines,"Pauwi na San Pablo."
4492,khaieeetan,"Wed Dec 18 12:48:49 CST 2013",Philippines,"Nakakapagoood. Worth it ang day natooo :)"
4546,Jooooycee_,"Wed Dec 18 12:48:51 CST 2013",Philippines,"@CapalaranAsh @caszcel @IzzaCeleste Hindi Talaga Ako naiinggit Promise Hahaha.  Penge Pera Ash Para May Pasalubong Hah ."
4614,kfasison,"Wed Dec 18 12:48:55 CST 2013",Philippines,"@YzelJung @itsjustroxy nagutom tuloy ako. Hahaha. Makabili nga cupcake sa macsbox :)))"
4859,CHUAretheone,"Wed Dec 18 12:49:03 CST 2013",Philippines,"@tinamanz text lang maya kung ano plano. Yep. Mag sabay kami.. if yun ba talaga yung gna mean mo. Hahaha"
4916,derickm8m,"Wed Dec 18 12:49:05 CST 2013",Philippines,"Dessert! @ Gelatissimo Cafe http://t.co/oHkqHAARn0"
5046,IamAngeliqueR,"Wed Dec 18 12:49:10 CST 2013",Philippines,"""@viceryllepopart: ""@vicerylle_Aus: Sino si Tatay sa Friday?? PETER ulet!!"""" -Sana x)))"
5096,mncagarcia,"Wed Dec 18 12:49:12 CST 2013","Philippines ","Kanina natawa ko magnanine na kami pumunta school tas may nakasabay pa kame na tiga yanga xD"
5257,mikaydevera,"Wed Dec 18 12:49:18 CST 2013",Philippines,"Lumibut bukas. Gala e"
5319,IamAngeliqueR,"Wed Dec 18 12:49:21 CST 2013",Philippines,"""@MarkJillOfGBBT: Kanina pa lapit ng lapit si karylle sakin, bakit ba!? Totoo bang mahilig sa beks toh? :))"""
5330,sialarcon,"Wed Dec 18 12:49:21 CST 2013",Philippines,"Lola, why are we even watching this??? -__-"
5494,CHUAretheone,"Wed Dec 18 12:49:27 CST 2013",Philippines,"@MAAUUrimar pa check up na lagi.."
5819,asdfghjPiNK,"Wed Dec 18 12:53:25 CST 2013",Philippines,"“@ohteenquotes: All you really need in life is good food and wifi.”"
5842,imMonica91,"Wed Dec 18 12:53:26 CST 2013",Philippines,"@freshiepoo mcspicy rice chicken cauliflower? cauliflower? O.o"
5922,iamAngelineee,"Wed Dec 18 12:53:29 CST 2013",Philippines,"kdaghan pod lamok dre sa @cb118. ma dengue man pod tah ani. -.-"
5990,antoonyaaa,"Wed Dec 18 12:53:31 CST 2013",Philippines,"http://t.co/OSVZKisuSA winning answer"
6100,chelss244,"Wed Dec 18 12:53:35 CST 2013",philippines,"Im not moving! #TheScript"
6122,roiswar,"Wed Dec 18 12:53:36 CST 2013",Philippines,"pakiabangan na lang si @ekangbakekang sa pinakamalapit niyong mcdo. umorder lamang ng mcspicy"
6554,iannngirl,"Wed Dec 18 12:53:52 CST 2013",Philippines,"""@FamousWomen: Learn to appreciate what you have, before time makes you appreciate what you had."""
6559,AlyssAceres,"Wed Dec 18 12:53:52 CST 2013",Philippines,"♥★∞ http://t.co/fCTeI8ZwLj"
6638,SuperJayDee_MWC,"Wed Dec 18 12:53:56 CST 2013",Philippines,"Craving for something.. :))"
6835,AIPDManlapig,"Wed Dec 18 12:54:03 CST 2013",Philippines,"Kai the 2nd chicken maniac in KPOP industry."
7006,ehy_ahr21,"Wed Dec 18 12:54:08 CST 2013",Philippines,"Dating gawi dheybarbosa @ Country Style http://t.co/PT2qVQ5nrt"
7169,iellemojica,"Wed Dec 18 12:54:14 CST 2013",Philippines,"@BlancheColeenG hahaha oo"
7220,lovemeedoree,"Wed Dec 18 12:54:16 CST 2013",Philippines,"Thank you, The Galley, for the free sandwich! Now I had free brunch c/o INTAC Christmas Party and free dinner from TG!"
7446,LondonAngeles,"Thu Dec 19 17:44:30 CST 2013",Philippines,"@pandaisforever Thanks panda!"
7460,Bryanation,"Thu Dec 19 17:44:31 CST 2013",Philippines,"I just thought of a horrible thing to do. Wtf mind."
7480,IamPADILLAmicah,"Thu Dec 19 17:44:32 CST 2013","Philippines ","Craving for sokoleyts"
7584,daniellapaula09,"Thu Dec 19 17:44:37 CST 2013",Philippines,"Pag to di natuloy. Hahahaha"
7806,LondonAngeles,"Thu Dec 19 17:44:51 CST 2013",Philippines,"@AustriaSamantha I love you too. Miss you so bad! Mwah. Thanks!"
7860,cirelavjanhea,"Thu Dec 19 17:44:54 CST 2013",Philippines,"@PrinsesangBitch oy blondina ka na pala ngayon ah? Hehe sosyal ka girl"
7866,mguillena,"Thu Dec 19 17:44:55 CST 2013",Philippines,"dessert dessert din pag may time! #dietmode http://t.co/aRUPdnR9Hk"
7921,ESClezah,"Thu Dec 19 20:22:53 CST 2013",Philippines,"@vijhaneprez alam m na ading. :)"
7956,MiaRieza,"Thu Dec 19 20:22:54 CST 2013",Philippines,"Choose to be happy on We Heart It - http://t.co/Jm9nU16Yn3"
8020,carlosnacpil,"Thu Dec 19 20:22:57 CST 2013",Philippines,"@zocs you know me so well! Haha. #clingy"
8037,JeaVicencio,"Thu Dec 19 20:22:58 CST 2013",Philippines,"@PatErmitano kiss. 1 dozen. Nakabox. Kabukas mo masusuntok ka ng maraming kiss yung pumipitik"
8057,Miikkeeeeyyyy,"Thu Dec 19 20:22:58 CST 2013",Philippines,"12:30pm - 5:40pm nasa dahon kame hahahaha"
8116,Caseeeey__,"Thu Dec 19 20:23:01 CST 2013",Philippines,"""@from_exoplanet: Luhan is on hospital right now due to his flu. #GetWellSoonLuhan"" Awww :("
8181,ChiiChaaBel,"Thu Dec 19 20:23:05 CST 2013",Philippines,"@YzabelleDV @imdimplemonster @trristaann @dreambooy12 Weh? Sigi. Kayo bahala. :))"
8205,CLNsadie,"Thu Dec 19 20:23:06 CST 2013","Philippines ","@turlakheen haha! nahihiya ako XD baka magalit ate ni Monica haha"
8209,karenastronomia,"Thu Dec 19 20:23:07 CST 2013",Philippines,"No money left. "
8272,mshazelyn,"Thu Dec 19 20:23:09 CST 2013",Philippines,"@iamjanillecaela bhe. Asan ka?? Sa sariaya ba??"
8319,SofieCatabaan,"Thu Dec 19 20:23:12 CST 2013",Philippines,"SPAGHETTIIIII. Juskooo! GUTOM nanaman ako!"
8334,julietrhowen,"Thu Dec 19 20:23:13 CST 2013",Philippines,"RT @OneMapua: The Hunger Grades: Catching Five."
8528,jheeleen,"Thu Dec 19 20:23:22 CST 2013",Philippines,"@iamjepineda hi je.. Musta HK? Hehehe bonggang gala, layo ah.. :D"
8544,Kamsyyy,"Thu Dec 19 20:23:23 CST 2013",Philippines,"@theonlyange Teaser kasi, may teaser bang full length. Hahaha joke be! Oo nga eh ang cool!"
8680,ABIElityy,"Thu Dec 19 20:23:28 CST 2013",Philippines,"Yung ipon ko nauubos ng isang bagsakan dahil sa pagkain #masibaproblems XD"
8775,nardjr20,"Thu Dec 19 20:23:33 CST 2013",Philippines,"@TahGallardo immune kana :))"
8783,JeaVicencio,"Thu Dec 19 20:23:33 CST 2013",Philippines,"@PatErmitano LOOZERRR"
8808,marthinong,"Thu Dec 19 20:23:34 CST 2013",Philippines,"Black Velvet Cake <3"
8888,jomserna,"Thu Dec 19 20:23:38 CST 2013",Philippines,"@mnglmnl hindi. Annoying. :( hahahaha :*"
8929,andreafabillar_,"Thu Dec 19 20:23:40 CST 2013",Philippines,"""@MgaPinoyPatama: Boobs nga wala ka e, boyfriend na loyal pa kaya?"" @MarrieJoanna"
8959,YyourMmajesty,"Thu Dec 19 20:23:42 CST 2013",Philippines,"Gusto ko pagkain!!!!!"
9057,mooreynah,"Thu Dec 19 20:23:46 CST 2013",Philippines,"yung feeling na pagkagat ng pizza, kakaiba yung anghang! yun pala may langgam! hahaha!! immmba hot sauce!!! XD"
9063,ryetalksabout,"Thu Dec 19 20:23:46 CST 2013",Philippines,"@carielophobiac @prieythet ewan wag daw magexpct haha"
9104,ramillav,"Thu Dec 19 20:23:48 CST 2013",Philippines,"You need to quit trying to please everybody. Live and dont give a damn."
9176,jCAARLOO,"Thu Dec 19 20:23:52 CST 2013",Philippines,"RT @agentchan17: Sinigang na sardinas! @jeromebrenn27 @jCAARLOO #vinooows"
9177,victortanedo,"Thu Dec 19 20:23:52 CST 2013",Philippines,"@GirrardSanchez open everything na nga, plus 5 mins, at may snickers pa kayo. Wag kayo maging abuso -_- hahaha"
9183,laraLabsyow,"Thu Dec 19 20:23:52 CST 2013",philippines,"Bakit walang nakalagay na number sa simcard? -,-"
9194,MICHAELACACERES,"Thu Dec 19 20:23:53 CST 2013",Philippines,"Tangina si ano pala nagpaload sakin wahahahahahahahahahaha nvrmnd puta kadiri hahahaha"
9231,Kuludin,"Thu Dec 19 20:23:54 CST 2013",Philippines,"Antok na agad."
9247,mikmikaaaaa,"Thu Dec 19 20:23:55 CST 2013",Philippines,"Yaay di pinost ni elai yung pic haha"
9283,Kamsyyy,"Thu Dec 19 20:23:57 CST 2013",Philippines,"@theonlyange May chance, yun din yung tingin ko. Heehee. Pinansin ko yung sarili ko! Hahaha!"
9289,bhiaaaaa,"Thu Dec 19 20:23:57 CST 2013",Philippines,"Thanks for the treat teachers Philimon & Chona. ;) @ Pancake House http://t.co/Yfobl358WY"
9296,imaryancablayan,"Thu Dec 19 20:23:58 CST 2013",philippines,"RT @imlolabashang: ""Ang taong sawi, sa pagkain bumabawi."""
9312,MargaretComia,"Thu Dec 19 20:23:58 CST 2013",Philippines,"Gustohin ko mang pumunta bukas, la namang kasama. Pirme na lang sa bahay"
9405,ladyannsalem,"Thu Dec 19 20:24:02 CST 2013",philippines,"@tudlaprod one of very few places to get cooked food."
9418,FaizzaTanggol,"Thu Dec 19 20:24:03 CST 2013",Philippines,"@najmaaahal May DM din ako sayo."
9431,Meccaferrer,"Thu Dec 19 20:24:03 CST 2013",Philippines,"RT @PINOY_QUOTES: Food + Sleep + Internet = BAKASYON"
9479,incessgarnace,"Thu Dec 19 20:24:06 CST 2013",Philippines,"RT @ItsFoodPorn: Lasagna http://t.co/tzz1KD4ajx"
9509,ohohmaku,"Thu Dec 19 20:24:07 CST 2013",Philippines,"@cahuuuumz hahaha. Okay lang yan. Haha. Hala di ako makaget over. Nae LSS na ko. Hahaha."
9513,JeaVicencio,"Thu Dec 19 20:24:07 CST 2013",Philippines,"@Fayetato Yes yes. :3"
9536,whatchaZei,"Thu Dec 19 20:24:08 CST 2013",Philippines,"I wanna go out but too lazy to take a bath!"
9745,dm_ma,"Thu Dec 19 20:24:19 CST 2013",Philippines,"RT @imlolabashang: ""Ang taong sawi, sa pagkain bumabawi."""
9764,RiotheBully,"Thu Dec 19 20:24:20 CST 2013",Philippines,"Wala man akong natanggap na ham o kaya pa-basket,meron naman akong pa-spaghetti. Thank you po. http://t.co/Kv8HXewk8j"
9797,iBBYDRNLWNG,"Thu Dec 19 20:24:21 CST 2013",philippines,"@zuprocmariella Agad agad? Di ako pwede! Hahaha. Sino kasama ko uuuwi?"
9832,austhalina,"Thu Dec 19 20:24:23 CST 2013",philippines,"#selfie haha 
#instamag http://t.co/1YHHWCIyz8"
9842,mshazelyn,"Thu Dec 19 20:24:24 CST 2013",Philippines,"@iamjanillecaela di ka nagiisa .. Ramdam kita .."
9876,CLNsadie,"Thu Dec 19 20:24:25 CST 2013","Philippines ","@turlakheen haha! uuwi na kami XD Hinintay ko lang dumating XDD"
9993,Miikkeeeeyyyy,"Thu Dec 19 20:24:31 CST 2013",Philippines,"Napnap pepeyy."
9998,soCessyme,"Thu Dec 19 20:24:31 CST 2013",Philippines,Home~~
10042,ilovequency04,"Thu Dec 19 20:24:33 CST 2013",Philippines,"RT @4everhyun: (KHJ message at Jaksal  message board)If IG`s viewer rating exceed 30%, I will provide free Jaksal chicken on 3rd April excl…"
10075,preperoni,"Thu Dec 19 20:24:36 CST 2013",Philippines,"RT @MgaPatama: Pag paborito mo talaga ang isang pagkain. Balewala kahit maubos pera mo."
10082,Dialdemon,"Thu Dec 19 20:24:36 CST 2013",Philippines,"Aux un ah"
10107,MiaRieza,"Thu Dec 19 20:24:36 CST 2013",Philippines,"3 years in UST and our class has never had a christmas party. What a life #MusicStudent"
10140,moronggiselle,"Thu Dec 19 20:24:38 CST 2013",Philippines,"""@IndayBanat: Define Kaibigan: Kung makapag-picturan wagas."""
10266,JMMSHMMHMNL,"Thu Dec 19 20:24:44 CST 2013",Philippines,"RT @BabeFeelings: I love you more than food and Twitter

Do you realize what that means?"
10267,vidamariezen,"Thu Dec 19 20:24:44 CST 2013",Philippines,"Craving for serenitea! #jumbo"
10272,JoBri_Abraham,"Thu Dec 19 20:24:44 CST 2013",Philippines,"RT @OneMapua: The Hunger Grades: Catching Five."
10310,MICHAELACACERES,"Thu Dec 19 20:24:46 CST 2013",Philippines,"No one deserves to be an option."
10324,PJtheGREATT,"Thu Dec 19 20:24:47 CST 2013",Philippines,"@iamnotskeen sige sayo na yan!! Kay Icecream nalang ako!! :)"
10330,pamiiusi,"Thu Dec 19 20:24:47 CST 2013",Philippines,"❤️ @ SM City Dasmariñas http://t.co/TH2BVEyqSQ"
10355,ryetalksabout,"Thu Dec 19 20:24:48 CST 2013",Philippines,"@carielophobiac @prieythet meron ka nyan pustahan limangdaan!"
10475,moronggiselle,"Thu Dec 19 20:24:53 CST 2013",Philippines,"""@iamlrvnalmazan: kutis kay ganda, alagang retrica."""
10531,zah012,"Thu Dec 19 20:24:56 CST 2013",Philippines,"RT @MgaPatama: Pag paborito mo talaga ang isang pagkain. Balewala kahit maubos pera mo."
10547,kristined_,"Thu Dec 19 20:24:57 CST 2013",Philippines,"Say cheese pose #latepost #nofilter http://t.co/YJVXrZgSZS"
10599,JeaaanRuizol,"Thu Dec 19 20:25:00 CST 2013",Philippines,"RT @krishaaaann: Kakakain ko pa lang. Gutom na naman #Baboyproblems :("
10622,moronggiselle,"Thu Dec 19 20:25:00 CST 2013",Philippines,"""@iamlrvnalmazan: Dear katamaran, ano? Till death do us part?"""
10639,innachiin,"Thu Dec 19 20:25:01 CST 2013",Philippines,"RT @MgaPatama: Pag paborito mo talaga ang isang pagkain. Balewala kahit maubos pera mo."
10687,MICHAELACACERES,"Thu Dec 19 20:25:03 CST 2013",Philippines,"""Mahal na mahal kita higit pa sa iniisip mo."" ge"
10700,pretentiousmole,"Thu Dec 19 20:25:03 CST 2013","Philippines ","kaya ako tumataba eeh, hehe kain ng kain walang exercise"
10712,IamAndreaG,"Thu Dec 19 20:25:04 CST 2013",Philippines,"@dem_oh @shandereeg isang mcdo fries at Teng brothers lang insan! XD @jericteng  @jeronteng"
10734,vidamariezen,"Thu Dec 19 20:25:05 CST 2013",Philippines,"Craving for serenitea! #jumbotea"
10768,andreafabillar_,"Thu Dec 19 20:25:08 CST 2013",Philippines,"Ay kaganda naman daw pla e hahahaha"
10825,MICHAELACACERES,"Thu Dec 19 20:25:11 CST 2013",Philippines,"Miss mo ba ko o trip mo lang talaga ko"
10983,CJHernandezzz,"Thu Dec 19 20:25:17 CST 2013",Philippines,"Vienna sausage <3 nomnom"
11089,nikzmariano,"Thu Dec 19 20:25:22 CST 2013",Philippines,"RT @MgaPatama: Pag paborito mo talaga ang isang pagkain. Balewala kahit maubos pera mo."
11162,MICHAELACACERES,"Thu Dec 19 20:25:25 CST 2013",Philippines,"""@MissPatama101: Kung nagseselos ka sabihin mo. Hindi yung nag-gagantihan kayo."""
11179,LittleMissJhia_,"Thu Dec 19 20:25:26 CST 2013",Philippines,"""Sana ngayong pasko ay maalala mo parin ako."" Kanina pa po yan, umiikot sa isip ko. -,-"
11197,koi_beachlove,"Thu Dec 19 20:25:26 CST 2013",Philippines,"Isipaghanda ang mga sarili! @lesleyvmartinez @gabvalenciano @gabpangilinan @OfficialLjReyes @jascurtissmith @sam_concepcion @GeeCanlas"
11231,ohohmaku,"Thu Dec 19 20:25:28 CST 2013",Philippines,"@cahuuuumz haha. Relate din naman ako jan. XD pero nakakatuwa yung song. Haha. Btw. Like ko ang DP at cover mo sa Twitter. Hahhaa. ♡"
11239,MargaretComia,"Thu Dec 19 20:25:28 CST 2013",Philippines,"@glentowt tapon basura. haha dejk"
11297,andreafabillar_,"Thu Dec 19 20:25:30 CST 2013",Philippines,"I doughnut care"
11303,mAAngEL13,"Thu Dec 19 20:25:31 CST 2013",Philippines,"@buddy0204 grabeeeee! Isama mo ung linggo linggo kong pagsimba pati every first wed kong baclaran, pede na??? :P"
11305,laudeelaud,"Thu Dec 19 20:25:31 CST 2013",Philippines,"...anticipated mass ^_^ (@ San Isidro Labrador Parish Church) http://t.co/NjTzxXLuSr"
11312,LeyUnplugged,"Thu Dec 19 20:25:31 CST 2013",Philippines,"Yung naunang Hunger games di nyo nga pinansin e, tapos ganyan kayo ngayon?? Maka-I love Katniss Everdeen kayo jan??"
11358,CLNsadie,"Thu Dec 19 20:25:33 CST 2013","Philippines ","@NickyMananghaya @TianBuencamino haha! Binubuking mo ako ate Monica XD"
11422,nnicaholic,"Thu Dec 19 20:25:36 CST 2013",Philippines,"Photoset: awesome-images: 24 Photos of Amazing Food Art http://t.co/jq6oCylzQP"
11436,kelviahoran,"Thu Dec 19 20:25:37 CST 2013",Philippines,"""@Real_Liam_Payne: Im excited for christmassss :)"" me too!!"
11449,jhiangoluan,"Thu Dec 19 20:25:38 CST 2013",Philippines,"Beef pares for dinner means wasak na talaga ang diet. Bow."
11496,sheeedevilla,"Thu Dec 19 20:25:40 CST 2013",philippines,"Misa De Gallo 5th day :)"
11567,iamjoisaac,"Thu Dec 19 20:25:44 CST 2013","Philippines ","Eh! Kung sinong andun bibigyan ko na lang! Hahaha!"
11637,dyantulabut,"Thu Dec 19 20:25:48 CST 2013",Philippines,"Antukin na me."
11718,Balladeerrrr,"Thu Dec 19 20:25:51 CST 2013",Philippines,"Bunutan na for family christmas party.  Si tito nabunot ko. Huhu. Lampera."
11921,steepanee,"Thu Dec 19 20:26:00 CST 2013",Philippines,"Watermelon and Rocket Salad!!! Soooo yummy and refreshing with pili nuts and kesong puti ^ω^ http://t.co/f0v36e5o7S"
11924,andreafabillar_,"Thu Dec 19 20:26:01 CST 2013",Philippines,"Uy! Sarap gawin tempura nyang girlfriend mo ah!"
11941,jococomendador,"Thu Dec 19 20:26:01 CST 2013",Philippines,"@IvanHeusen @ger_mangente hahaha sasama ko din yug kasama ko sa aracama ;-)"
11962,Ahnknown,"Thu Dec 19 20:26:02 CST 2013",Philippines,"May katext akong baliw XD"
11973,iamerickestrada,"Thu Dec 19 20:26:02 CST 2013",Philippines,"Baby love me lights out. :)"
11993,Dialdemon,"Thu Dec 19 20:26:03 CST 2013",Philippines,Zzz
12042,Kuludin,"Thu Dec 19 20:26:05 CST 2013",Philippines,"Kelan uwi nyo? @Prince___L @Amperrrr"
12053,CLNsadie,"Thu Dec 19 20:26:05 CST 2013","Philippines ","@turlakheen :) sige sige. mamaya nalang :)"
12100,Dialdemon,"Thu Dec 19 20:26:07 CST 2013",Philippines,"Maria Mercedes is <3"
12129,Dialdemon,"Thu Dec 19 20:26:09 CST 2013",Philippines,"Nawawala bumabalik heto na nmn"
12149,seafoodisland,"Thu Dec 19 20:26:09 CST 2013",Philippines,"#ExtremeBonding ang buong pamilya sa Seafood Island. Look for the nearest store in your area, sun lovers. Lahat... http://t.co/m0myPloIAd"
12156,oyothegreat,"Thu Dec 19 20:26:10 CST 2013",Philippines,"BRB .. Kain lang baka maubusan ako ng ulam"
12200,paulyytapia,"Thu Dec 19 20:26:12 CST 2013",Philippines,Jgh.
12297,MICHAELACACERES,"Thu Dec 19 20:26:16 CST 2013",Philippines,"Wala na, di na tayo naguusap. Di ko nga alam kung kilala mo pa ako."
12303,kelviahoran,"Thu Dec 19 20:26:17 CST 2013",Philippines,"@Real_Liam_Payne can you do a tweet spree like niall did?"
12321,ESClezah,"Thu Dec 19 20:26:18 CST 2013",Philippines,"And because I woke up late, no choice. Taxi talaga to. Hayahaaay."
12347,donsbarraquias,"Thu Dec 19 20:26:19 CST 2013",Philippines,"Looks delish! #gyozaramen kitaro #food #foodporn #ilovefood #takawmode #fatass @ Kitaro Sushi http://t.co/THqxQPWCFg"
12499,MICHAELACACERES,"Thu Dec 19 20:26:26 CST 2013",Philippines,"Wala eh, kinalimutan mo Lang ako eh."
12534,JasonY24,"Thu Dec 19 20:26:27 CST 2013",Philippines,"Sorry Apple products are consistently losing more weight than you."
12593,Dialdemon,"Thu Dec 19 20:26:30 CST 2013",Philippines,"Haha nasend lahat ng drafts"
12661,piacadorna,"Thu Dec 19 20:26:33 CST 2013",Philippines,"@DWIGHTmaATEAM ma hunger games dyed ta ugma, naga wait sa food ng I bang sections hahaha"
12682,TINApaY028,"Thu Dec 19 20:26:34 CST 2013",Philippines,"""@inguinhynlie: Road and Food Trip. Mag aaral ako magbike pra pagblik sa sampalok lake, hindi nko nka sidecar.HAHA. http://t.co/21ngJYj4ql"""
12708,erikdikulus,"Thu Dec 19 20:26:35 CST 2013",Philippines,"kaming R.G.B. ay binisita si espwen sa bahay nya... wala tambay lang kanina http://t.co/nTS68LF7Dq"
12721,iameirenenicole,"Thu Dec 19 20:26:36 CST 2013",Philippines,"@gnvvbclcs Di na, tinatamad na ako lumuwas."
12724,jococomendador,"Thu Dec 19 20:26:36 CST 2013",Philippines,"Whew nahanap ko din ang tamang union bank @anakhai"
12737,Sigridramae,"Thu Dec 19 20:26:36 CST 2013",philippines,"Double meaning na naman TT____TT"
12769,Im_ArJoHn,"Thu Dec 19 20:26:38 CST 2013",philippines,"@ChaaaBisda hahhaha libre mo n lng aq pag kain xD"
